,Unnamed: 0,fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
3202,3202,Evan Tanner,"6' 0""",185 lbs.,"74""",Orthodox,"Feb 11, 1971",3.05,59%,2.64,56%,2.55,43%,25%,1.3
3203,3203,Deividas Taurosevicius,"5' 9""",145 lbs.,"68""",Southpaw,"Aug 28, 1977",2.13,43%,1.82,59%,2.0,28%,50%,0.3
3206,3206,Manny Tapia,"5' 5""",135 lbs.,"67""",Orthodox,"Mar 14, 1981",2.69,21%,4.74,58%,0.49,40%,66%,0.2
3207,3207,Miesha Tate,"5' 6""",135 lbs.,"66""",Orthodox,"Aug 18, 1986",1.93,41%,2.71,50%,2.06,31%,52%,1.6
3208,3208,Thiago Tavares,"5' 7""",145 lbs.,"70""",Orthodox,"Nov 08, 1984",2.0,40%,2.31,62%,3.83,42%,62%,1.5
3209,3209,Paul Taylor,"6' 0""",155 lbs.,"72""",Orthodox,"Dec 15, 1979",4.44,47%,4.47,55%,0.27,25%,56%,0.5
3212,3212,Jesse Taylor,"6' 0""",170 lbs.,"73""",Orthodox,"Jan 02, 1983",1.94,65%,0.55,38%,7.28,50%,100%,3.1
3215,3215,Danielle Taylor,"5' 0""",115 lbs.,"60""",Orthodox,"Oct 25, 1989",2.75,29%,3.31,71%,0.2,20%,70%,0.2
3218,3218,James Te Huna,"6' 2""",185 lbs.,"75""",Orthodox,"Sep 29, 1981",4.04,51%,2.99,62%,2.75,37%,58%,0.2
3223,3223,Glover Teixeira,"6' 2""",205 lbs.,"76""",Orthodox,"Oct 28, 1979",3.75,47%,3.84,54%,2.04,40%,60%,1.0
3228,3228,Daniel Teymur,"5' 5""",145 lbs.,"69""",Orthodox,"Feb 03, 1988",3.08,46%,3.93,56%,0.56,18%,60%,0.3
3233,3233,Brandon Thatch,"6' 2""",170 lbs.,"74""",Switch,"Jul 11, 1985",2.7,42%,3.63,52%,1.36,66%,50%,0.7
3240,3240,Paulo Thiago,"5' 11""",170 lbs.,"74""",Orthodox,"Jan 25, 1981",1.71,39%,1.99,63%,1.42,31%,63%,1.2
3242,3242,Nick Thompson,"6' 1""",170 lbs.,"74""",Orthodox,"Jun 23, 1981",1.87,42%,1.8,49%,1.06,100%,35%,2.6
3243,3243,Josh Thomson,"5' 10""",155 lbs.,"71""",Orthodox,"Sep 21, 1978",2.59,47%,2.12,64%,1.92,39%,54%,1.3
3248,3248,Simeon Thoresen,"6' 1""",170 lbs.,"79""",Orthodox,"Mar 14, 1984",3.85,43%,3.85,64%,1.12,40%,50%,1.7
3249,3249,Gleison Tibau,"5' 10""",155 lbs.,"71""",Southpaw,"Oct 07, 1983",1.95,31%,2.51,63%,4.08,53%,92%,0.8
3263,3263,Ilia Topuria,"5' 7""",145 lbs.,"69""",Orthodox,"Jan 21, 1997",2.5,45%,1.87,68%,4.25,55%,100%,4.2
3272,3272,Tecia Torres,"5' 1""",115 lbs.,"60""",Orthodox,"Aug 16, 1989",4.3,47%,3.37,62%,0.68,15%,56%,0.1
3283,3283,Frank Trigg,"5' 9""",170 lbs.,"71""",Southpaw,"May 07, 1972",2.79,46%,1.9,56%,2.35,47%,75%,0.8
3284,3284,Michael Trizano,"5' 11""",155 lbs.,"71""",Orthodox,"Dec 31, 1991",3.02,53%,2.11,63%,0.4,50%,80%,0.8
3286,3286,Antonio Trocoli,"6' 5""",205 lbs.,"82""",Orthodox,"Dec 06, 1990",1.27,71%,4.56,25%,3.8,100%,100%,3.8
3288,3288,Francisco Trinaldo,"5' 9""",155 lbs.,"70""",Southpaw,"Aug 24, 1978",3.11,44%,2.56,60%,1.09,46%,61%,0.6
3290,3290,Jon Tuck,"5' 11""",155 lbs.,"73""",Orthodox,"Aug 28, 1984",3.0,40%,3.74,60%,0.42,33%,50%,1.0
3292,3292,Chris Tuchscherer,"6' 2""",258 lbs.,"76""",Orthodox,"Sep 08, 1975",1.35,31%,3.17,47%,1.19,18%,0%,0.6
3293,3293,Abel Trujillo,"5' 8""",155 lbs.,"70""",Orthodox,"Sep 18, 1983",2.65,41%,2.31,59%,2.18,45%,40%,0.4
3294,3294,Gavin Tucker,"5' 6""",145 lbs.,"66""",Southpaw,"Jun 17, 1986",4.39,45%,4.28,57%,2.98,42%,53%,1.5
3303,3303,Wellington Turman,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 22, 1996",2.75,42%,3.71,45%,2.63,35%,100%,0.9
3304,3304,Jalin Turner,"6' 3""",155 lbs.,"77""",Southpaw,"May 18, 1995",6.2,47%,4.37,45%,0.71,66%,78%,1.8
3307,3307,Marcin Tybura,"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.7,50%,3.25,56%,1.62,45%,82%,0.1
3317,3317,Caol Uno,"5' 7""",155 lbs.,"70""",Southpaw,"May 08, 1975",1.91,49%,1.9,50%,1.95,31%,37%,0.5
3323,3323,Kamaru Usman,"6' 0""",170 lbs.,"76""",Switch,"May 11, 1987",4.66,54%,2.33,58%,3.22,47%,100%,0.1
3324,3324,Darren Uyenoyama,"5' 6""",125 lbs.,"65""",Orthodox,"Oct 15, 1979",1.34,39%,2.21,66%,1.42,33%,35%,0.7
3325,3325,Charlie Valencia,"5' 3""",135 lbs.,"64""",Orthodox,"Oct 31, 1974",2.58,37%,2.61,77%,1.4,53%,75%,0.5
3326,3326,Richie Vaculik,"5' 6""",125 lbs.,"69""",Orthodox,"Jun 19, 1983",3.69,46%,4.09,57%,3.0,45%,31%,1.0
3341,3341,Lando Vannata,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.58,44%,5.1,54%,1.13,37%,58%,0.4
3343,3343,Paige VanZant,"5' 4""",115 lbs.,"65""",Orthodox,"Mar 26, 1994",3.35,52%,2.62,42%,1.27,33%,34%,1.0
3345,3345,Jamie Varner,"5' 8""",155 lbs.,"71""",Orthodox,"Oct 12, 1984",2.92,34%,2.55,58%,3.49,53%,66%,0.8
3350,3350,Javier Vazquez,"5' 7""",145 lbs.,"69""",Southpaw,"Jul 16, 1977",2.43,36%,1.99,72%,2.56,52%,57%,1.5
3351,3351,Manny Vazquez,"5' 10""",125 lbs.,"72""",Orthodox,"Nov 19, 1993",1.47,41%,2.67,48%,1.0,33%,0%,1.0
3357,3357,Bojan Velickovic,"6' 0""",170 lbs.,"76""",Southpaw,"Dec 18, 1988",2.18,34%,2.31,57%,0.67,25%,55%,0.5
3358,3358,Cain Velasquez,"6' 1""",240 lbs.,"77""",Orthodox,"Jul 28, 1982",6.37,57%,2.33,57%,5.13,45%,85%,0.4
3359,3359,Karlos Vemola,"6' 0""",185 lbs.,"75""",Orthodox,"Jul 03, 1985",1.67,44%,2.13,37%,1.93,25%,31%,1.7
3363,3363,Brandon Vera,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 10, 1977",3.03,56%,2.81,52%,0.7,53%,59%,0.2
3366,3366,Marlon Vera,"5' 8""",135 lbs.,"70""",Switch,"Dec 02, 1992",3.65,49%,3.95,52%,0.78,37%,70%,1.1
3369,3369,Marvin Vettori,"6' 0""",185 lbs.,"74""",Southpaw,"Sep 20, 1993",4.78,45%,3.19,66%,1.33,45%,78%,0.8
3373,3373,Polyana Viana,"5' 5""",115 lbs.,"67""",Orthodox,"Jun 14, 1992",3.71,41%,3.01,54%,1.12,33%,50%,3.4
3374,3374,James Vick,"6' 3""",155 lbs.,"76""",Orthodox,"Feb 23, 1987",4.13,39%,3.31,60%,0.26,33%,57%,0.7
3375,3375,Ketlen Vieira,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",2.66,36%,3.84,53%,2.19,48%,92%,0.5
3377,3377,Reginaldo Vieira,"5' 7""",135 lbs.,"65""",Orthodox,"Nov 26, 1982",3.76,40%,2.89,59%,1.97,27%,25%,0.8
3379,3379,Rodolfo Vieira,"6' 0""",185 lbs.,"73""",Orthodox,"Sep 25, 1989",1.66,42%,3.06,42%,7.0,47%,0%,1.6
3388,3388,Yuri Villefort,"6' 0""",170 lbs.,"73""",Orthodox,"Mar 23, 1991",3.18,43%,5.42,55%,2.0,35%,40%,0.3
3394,3394,Alexander Volkanovski,"5' 6""",145 lbs.,"71""",Orthodox,"Sep 29, 1988",6.02,55%,3.31,60%,2.09,34%,72%,0.3
3395,3395,Jacob Volkmann,"5' 9""",155 lbs.,"71""",Southpaw,"Sep 05, 1980",1.19,34%,1.78,52%,3.19,48%,52%,2.0
3396,3396,Alexander Volkov,"6' 7""",250 lbs.,"80""",Orthodox,"Oct 24, 1988",4.88,59%,2.48,56%,0.66,70%,66%,0.2
3403,3403,Chris Wade,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.7,53%,1.75,51%,2.6,51%,55%,1.1
3404,3404,TJ Waldburger,"5' 11""",170 lbs.,"75""",Orthodox,"Apr 25, 1988",2.02,51%,2.39,40%,3.03,46%,40%,4.8
3409,3409,Rodney Wallace,"5' 9""",205 lbs.,"72""",Switch,"Nov 21, 1981",1.13,46%,3.44,45%,6.0,54%,28%,1.0
3412,3412,Johnny Walker,"6' 6""",205 lbs.,"82""",Orthodox,"Mar 30, 1992",4.41,72%,3.51,31%,0.4,100%,60%,1.2
3418,3418,Richard Walsh,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 01, 1988",3.84,46%,2.72,58%,1.55,40%,66%,0.2
3425,3425,Curt Warburton,"6' 0""",155 lbs.,"73""",Orthodox,,2.13,42%,3.44,43%,2.35,50%,83%,0.9
3438,3438,Michelle Waterson,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.58,49%,4.0,49%,1.52,34%,67%,0.9
3445,3445,Brok Weaver,"6' 0""",155 lbs.,"73""",Southpaw,"Dec 05, 1991",4.78,64%,4.35,46%,0.41,10%,66%,0.4
3451,3451,Chris Weidman,"6' 2""",185 lbs.,"78""",Orthodox,"Jun 17, 1984",3.03,43%,3.15,52%,3.93,47%,65%,0.9
3453,3453,Christian Wellisch,"6' 2""",234 lbs.,"77""",Orthodox,"Sep 13, 1975",3.12,27%,3.04,56%,1.22,42%,45%,1.2
3457,3457,Fabricio Werdum,"6' 4""",231 lbs.,"77""",Orthodox,"Jul 30, 1977",3.59,52%,2.64,55%,1.75,31%,31%,1.2
3460,3460,Coty Wheeler,"5' 6""",135 lbs.,"67""",Orthodox,"Oct 11, 1978",1.88,22%,3.16,59%,0.87,37%,33%,2.6
3463,3463,Alex White,"6' 0""",155 lbs.,"71""",Southpaw,"Oct 22, 1988",3.76,42%,3.07,60%,0.92,28%,71%,0.5
3469,3469,Emily Whitmire,"5' 5""",115 lbs.,"63""",Orthodox,"May 24, 1991",2.71,30%,3.08,54%,1.1,50%,70%,0.6
3471,3471,Adam Wieczorek,"6' 5""",250 lbs.,"81""",Orthodox,"Feb 05, 1992",1.68,38%,1.87,48%,0.41,33%,58%,0.4
3477,3477,Mike Wilkinson,"5' 7""",145 lbs.,"66""",Orthodox,"Sep 15, 1987",2.35,38%,3.7,35%,0.92,14%,55%,0.9
3479,3479,James Wilks,"6' 1""",170 lbs.,"75""",Orthodox,"May 04, 1978",1.82,45%,2.03,50%,1.27,22%,66%,3.8
3483,3483,Patrick Williams,"5' 8""",135 lbs.,"73""",Orthodox,"Sep 07, 1981",4.12,51%,4.12,52%,2.71,41%,100%,0.5
3490,3490,Chris Wilson,"6' 1""",170 lbs.,"75""",Orthodox,"Jun 07, 1977",2.32,50%,1.36,55%,1.31,50%,60%,1.6
3494,3494,Matt Wiman,"5' 10""",155 lbs.,"68""",Orthodox,"Sep 19, 1983",3.17,50%,3.57,51%,2.13,37%,56%,1.5
3495,3495,Eddie Wineland,"5' 7""",135 lbs.,"69""",Orthodox,"Jun 26, 1984",3.4,29%,3.66,69%,0.34,33%,86%,0.1
3499,3499,Jason Witt,"5' 10""",170 lbs.,"70""",Orthodox,"Nov 07, 1986",3.16,65%,2.68,29%,3.65,50%,0%,1.8
3506,3506,Nathaniel Wood,"5' 6""",140 lbs.,"69""",Orthodox,"May 08, 1993",6.28,46%,4.36,53%,1.29,46%,75%,0.9
3508,3508,Tyron Woodley,"5' 9""",170 lbs.,"74""",Orthodox,"Apr 07, 1982",2.33,48%,2.72,55%,1.08,40%,87%,0.4
3521,3521,Wu Yanan,"5' 8""",125 lbs.,"66""",Orthodox,"Apr 18, 1996",4.51,45%,4.82,51%,0.61,22%,66%,0.3
3524,3524,Rani Yahya,"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",1.57,37%,1.7,50%,2.89,33%,24%,2.0
3525,3525,Alexander Yakovlev,"6' 3""",155 lbs.,"74""",Southpaw,"Jul 18, 1984",1.74,47%,2.41,58%,1.66,35%,72%,0.1
3535,3535,Petr Yan,"5' 7""",135 lbs.,"67""",Switch,"Feb 11, 1993",5.99,52%,3.55,62%,2.14,66%,90%,0.1
3537,3537,Dongi Yang,"5' 10""",185 lbs.,"73""",Southpaw,"Dec 07, 1984",3.55,51%,3.21,63%,1.7,41%,61%,0.5
3548,3548,Ashley Yoder,"5' 7""",115 lbs.,"69""",Southpaw,"Oct 20, 1987",2.75,39%,3.53,46%,1.33,37%,68%,0.7
3550,3550,Sanghoon Yoo,"6' 0""",155 lbs.,"74""",Orthodox,"Jan 18, 1990",5.0,66%,7.27,27%,1.0,100%,75%,1.0
3552,3552,Yoshiyuki Yoshida,"5' 11""",170 lbs.,"70""",Southpaw,"May 10, 1974",0.85,36%,3.67,36%,1.41,28%,25%,2.8
3570,3570,Elizeu Zaleski dos Santos,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",4.05,39%,3.07,59%,0.57,17%,52%,0.5
3571,3571,Youssef Zalal,"5' 10""",145 lbs.,"72""",Switch,"Sep 04, 1996",2.45,51%,1.56,64%,2.4,40%,56%,1.4
3574,3574,David Zawada,"6' 0""",170 lbs.,"75""",Orthodox,"Aug 01, 1990",3.24,40%,4.07,54%,0.96,30%,57%,2.2
3578,3578,Zhang Lipeng,"5' 11""",155 lbs.,"71""",Southpaw,"Mar 10, 1990",1.28,48%,1.88,53%,1.75,30%,69%,0.8
3580,3580,Zhang Weili,"5' 4""",115 lbs.,"63""",Switch,"Aug 13, 1989",6.38,45%,4.43,53%,1.26,23%,100%,0.5
3586,3586,Cat Zingano,"5' 6""",145 lbs.,"68""",Southpaw,"Jul 01, 1982",2.57,61%,1.63,47%,2.77,65%,42%,0.8
3591,3591,Zhang Tiequan,"5' 8""",155 lbs.,"69""",Orthodox,"Jul 25, 1978",1.23,36%,2.14,51%,1.95,58%,75%,3.4
